Type,Date1,Date2,Company,Bus1,Bus2,Sales,Profit,VariableCost,FixedCost
ACT,202403,202403,FMAL,IVD,化学分析装置,35840000,4756000,-25880000,-5204000
ACT,202403,202403,FMAL,IVD,ドライケム,95370000,73574000,-16024000,-5772000
ACT,202403,202403,FMAL,IVD,IMMUNO,19210000,2594000,-696000,-15920000
ACT,202403,202403,FDKH,X線,CT,43510000,11464000,-29740000,-2306000
ACT,202403,202403,FDKH,X線,MR,62730000,30874000,-21784000,-10072000
ACT,202403,202403,FDKH,X線,XR,58250000,39534000,-15408000,-3308000
ACT,202403,202403,FDKH,内視鏡,スコープ,50570000,15534000,-34736000,-300000
ACT,202403,202403,FDKH,内視鏡,処置具,8730000,-34804000,-30016000,-13518000
ACT,202403,202403,FDKH,内視鏡,本体・プロセッサー,68750000,47550000,-5772000,-15428000
ACT,202403,202403,FDKH,IVD,化学分析装置,84840000,36860000,-34092000,-13888000
ACT,202403,202403,FDKH,IVD,ドライケム,90560000,56292000,-19632000,-14636000
ACT,202403,202403,FDKH,IVD,IMMUNO,66900000,38226000,-25620000,-3054000
ACT,202403,202403,FNAC,X線,CT,90250000,57032000,-21184000,-12034000
ACT,202403,202403,FNAC,X線,MR,4710000,-37804000,-28772000,-13742000
ACT,202403,202403,FNAC,X線,XR,50540000,30456000,-11052000,-9032000
ACT,202403,202403,FNAC,内視鏡,スコープ,69110000,57942000,-8620000,-2548000
ACT,202403,202403,FNAC,内視鏡,処置具,83360000,63618000,-2504000,-17238000
ACT,202403,202403,FNAC,内視鏡,本体・プロセッサー,10390000,-22178000,-30696000,-1872000
ACT,202403,202403,FNAC,IVD,化学分析装置,5600000,-45554000,-34564000,-16590000
ACT,202403,202403,FNAC,IVD,ドライケム,10630000,-11286000,-2012000,-19904000
ACT,202403,202403,FNAC,IVD,IMMUNO,14240000,-28022000,-24936000,-17326000
ACT,202403,202403,FSAO,X線,CT,54900000,15592000,-28844000,-10464000
ACT,202403,202403,FSAO,X線,MR,63230000,55660000,-7424000,-146000
ACT,202403,202403,FSAO,X線,XR,57590000,40418000,-4172000,-13000000
ACT,202403,202403,FSAO,内視鏡,スコープ,28930000,-20290000,-34392000,-14828000
ACT,202403,202403,FSAO,内視鏡,処置具,72310000,44538000,-23056000,-4716000
ACT,202403,202403,FSAO,内視鏡,本体・プロセッサー,97760000,77650000,-9500000,-10610000
ACT,202403,202403,FSAO,IVD,化学分析装置,74290000,30158000,-36744000,-7388000
ACT,202403,202403,FSAO,IVD,ドライケム,36400000,-5720000,-35780000,-6340000
ACT,202403,202403,FSAO,IVD,IMMUNO,84590000,42284000,-36300000,-6006000
ACT,202403,202403,FFMM,X線,CT,55310000,37278000,-976000,-17056000
ACT,202403,202403,FFMM,X線,MR,2650000,-3880000,-660000,-5870000
ACT,202403,202403,FFMM,X線,XR,88040000,41014000,-33336000,-13690000
ACT,202403,202403,FFMM,内視鏡,スコープ,76680000,35896000,-31216000,-9568000
ACT,202403,202403,FFMM,内視鏡,処置具,96870000,76648000,-2064000,-18158000
ACT,202403,202403,FFMM,内視鏡,本体・プロセッサー,79140000,60308000,-15476000,-3356000
ACT,202403,202403,FFMM,IVD,化学分析装置,27850000,7182000,-16240000,-4428000
ACT,202403,202403,FFMM,IVD,ドライケム,51470000,28300000,-11992000,-11178000
ACT,202403,202403,FFMM,IVD,IMMUNO,94260000,68998000,-8428000,-16834000
ACT,202403,202403,ADJ_MA2,X線,CT,96560000,63048000,-23232000,-10280000
ACT,202403,202403,ADJ_MA2,X線,MR,67270000,36334000,-12596000,-18340000
ACT,202403,202403,ADJ_MA2,X線,XR,93520000,83166000,-6928000,-3426000
ACT,202403,202403,ADJ_MA2,内視鏡,スコープ,17160000,-8230000,-6884000,-18506000
ACT,202403,202403,ADJ_MA2,内視鏡,処置具,53160000,13374000,-25432000,-14354000
ACT,202403,202403,ADJ_MA2,内視鏡,本体・プロセッサー,72930000,39990000,-17200000,-15740000
ACT,202403,202403,ADJ_MA2,IVD,化学分析装置,63470000,15426000,-34036000,-14008000
ACT,202403,202403,ADJ_MA2,IVD,ドライケム,61430000,31924000,-16836000,-12670000
ACT,202403,202403,ADJ_MA2,IVD,IMMUNO,24240000,252000,-15600000,-8388000
ACT,202403,202403,HCUS,X線,CT,54230000,5518000,-36832000,-11880000
ACT,202403,202403,HCUS,X線,MR,26800000,-1342000,-19188000,-8954000
ACT,202403,202403,HCUS,X線,XR,20740000,-21156000,-38896000,-3000000
ACT,202403,202403,HCUS,内視鏡,スコープ,93480000,82546000,-856000,-10078000
ACT,202403,202403,HCUS,内視鏡,処置具,59550000,3248000,-38932000,-17370000
ACT,202403,202403,HCUS,内視鏡,本体・プロセッサー,74720000,50808000,-11252000,-12660000
ACT,202403,202403,HCUS,IVD,化学分析装置,51330000,21302000,-29852000,-176000
ACT,202403,202403,HCUS,IVD,ドライケム,47480000,1562000,-39880000,-6038000
ACT,202403,202403,HCUS,IVD,IMMUNO,79180000,43034000,-31288000,-4858000
ACT,202403,202403,HCTR,X線,CT,75780000,43408000,-24640000,-7732000
ACT,202403,202403,HCTR,X線,MR,26480000,-25912000,-35272000,-17120000
ACT,202403,202403,HCTR,X線,XR,38510000,7052000,-15812000,-15646000
ACT,202403,202403,HCTR,内視鏡,スコープ,96380000,58708000,-30828000,-6844000
ACT,202403,202403,HCTR,内視鏡,処置具,93300000,62316000,-28316000,-2668000
ACT,202403,202403,HCTR,内視鏡,本体・プロセッサー,73380000,30140000,-35876000,-7364000
ACT,202403,202403,HCTR,IVD,化学分析装置,64810000,45996000,-12100000,-6714000
ACT,202403,202403,HCTR,IVD,ドライケム,42330000,26508000,-14108000,-1714000
ACT,202403,202403,HCTR,IVD,IMMUNO,91240000,56818000,-33692000,-730000
ACT,202403,202403,HCGC,X線,CT,23870000,-1952000,-14996000,-10826000
ACT,202403,202403,HCGC,X線,MR,68040000,46794000,-16232000,-5014000
ACT,202403,202403,HCGC,X線,XR,59600000,32420000,-22324000,-4856000
ACT,202403,202403,HCGC,内視鏡,スコープ,76720000,45128000,-17112000,-14480000
ACT,202403,202403,HCGC,内視鏡,処置具,25420000,-10946000,-35004000,-1362000
ACT,202403,202403,HCGC,内視鏡,本体・プロセッサー,34860000,13496000,-5268000,-16096000
ACT,202403,202403,HCGC,IVD,化学分析装置,55820000,3792000,-32552000,-19476000
ACT,202403,202403,HCGC,IVD,ドライケム,82260000,71808000,-5772000,-4680000
ACT,202403,202403,HCGC,IVD,IMMUNO,87350000,49182000,-19708000,-18460000
ACT,202403,202403,HCME,X線,CT,40080000,14516000,-24348000,-1216000
ACT,202403,202403,HCME,X線,MR,45250000,-8898000,-34952000,-19196000
ACT,202403,202403,HCME,X線,XR,40240000,710000,-35724000,-3806000
ACT,202403,202403,HCME,内視鏡,スコープ,64640000,30956000,-23964000,-9720000
ACT,202403,202403,HCME,内視鏡,処置具,740000,-21930000,-10784000,-11886000
ACT,202403,202403,HCME,内視鏡,本体・プロセッサー,32320000,14552000,-10568000,-7200000
ACT,202403,202403,HCME,IVD,化学分析装置,72310000,39786000,-24088000,-8436000
ACT,202403,202403,HCME,IVD,ドライケム,83650000,51548000,-12708000,-19394000
ACT,202403,202403,HCME,IVD,IMMUNO,90040000,64748000,-7428000,-17864000
ACT,202404,202404,FTAI,X線,CT,22480000,-28608000,-34864000,-16224000
ACT,202404,202404,FTAI,X線,MR,37030000,33102000,-2340000,-1588000
ACT,202404,202404,FTAI,X線,XR,34370000,14206000,-1196000,-18968000
ACT,202404,202404,FTAI,内視鏡,スコープ,56840000,35336000,-14376000,-7128000
ACT,202404,202404,FTAI,内視鏡,処置具,12380000,-7906000,-6288000,-13998000
ACT,202404,202404,FTAI,内視鏡,本体・プロセッサー,58870000,32724000,-22172000,-3974000
ACT,202404,202404,FTAI,IVD,化学分析装置,4840000,-31932000,-20436000,-16336000
ACT,202404,202404,FTAI,IVD,ドライケム,73470000,53464000,-584000,-19422000
ACT,202404,202404,FTAI,IVD,IMMUNO,88620000,69574000,-7264000,-11782000
ACT,202404,202404,FFIN,X線,CT,14040000,-10932000,-9200000,-15772000
ACT,202404,202404,FFIN,X線,MR,10300000,-2048000,-2240000,-10108000
ACT,202404,202404,FFIN,X線,XR,36650000,-4258000,-25816000,-15092000
ACT,202404,202404,FFIN,内視鏡,スコープ,84830000,46958000,-35136000,-2736000
ACT,202404,202404,FFIN,内視鏡,処置具,10000,-49012000,-35116000,-13906000
ACT,202404,202404,FFIN,内視鏡,本体・プロセッサー,70130000,56584000,-11620000,-1926000
ACT,202404,202404,FFIN,IVD,化学分析装置,32250000,12972000,-7124000,-12154000
ACT,202404,202404,FFIN,IVD,ドライケム,46670000,3926000,-30608000,-12136000
ACT,202404,202404,FFIN,IVD,IMMUNO,72370000,29684000,-38396000,-4290000
ACT,202404,202404,FFVN,X線,CT,15540000,744000,-8048000,-6748000
ACT,202404,202404,FFVN,X線,MR,93090000,38130000,-39556000,-15404000
ACT,202404,202404,FFVN,X線,XR,15920000,-34604000,-37536000,-12988000
ACT,202404,202404,FFVN,内視鏡,スコープ,37500000,8732000,-18944000,-9824000
ACT,202404,202404,FFVN,内視鏡,処置具,43850000,14846000,-22192000,-6812000
ACT,202404,202404,FFVN,内視鏡,本体・プロセッサー,48550000,30378000,-12220000,-5952000
ACT,202404,202404,FFVN,IVD,化学分析装置,61850000,24174000,-37448000,-228000
ACT,202404,202404,FFVN,IVD,ドライケム,82790000,69788000,-900000,-12102000
ACT,202404,202404,FFVN,IVD,IMMUNO,27460000,-7354000,-15852000,-18962000
ACT,202404,202404,FFID,X線,CT,35410000,-2104000,-21552000,-15962000
ACT,202404,202404,FFID,X線,MR,48930000,-5106000,-36548000,-17488000
ACT,202404,202404,FFID,X線,XR,75100000,30892000,-35576000,-8632000
ACT,202404,202404,FFID,内視鏡,スコープ,21750000,-8204000,-20540000,-9414000
ACT,202404,202404,FFID,内視鏡,処置具,46670000,20104000,-26188000,-378000
ACT,202404,202404,FFID,内視鏡,本体・プロセッサー,94490000,83974000,-8144000,-2372000
ACT,202404,202404,FFID,IVD,化学分析装置,60730000,50770000,-8192000,-1768000
ACT,202404,202404,FFID,IVD,ドライケム,10510000,-7298000,-7492000,-10316000
ACT,202404,202404,FFID,IVD,IMMUNO,88880000,55352000,-32348000,-1180000
ACT,202404,202404,HLAU,X線,CT,11380000,-7894000,-17156000,-2118000
ACT,202404,202404,HLAU,X線,MR,60470000,52666000,-4984000,-2820000
ACT,202404,202404,HLAU,X線,XR,87590000,50560000,-35096000,-1934000
ACT,202404,202404,HLAU,内視鏡,スコープ,57140000,34686000,-11184000,-11270000
ACT,202404,202404,HLAU,内視鏡,処置具,80540000,43020000,-19912000,-17608000
ACT,202404,202404,HLAU,内視鏡,本体・プロセッサー,39650000,11220000,-23016000,-5414000
ACT,202404,202404,HLAU,IVD,化学分析装置,5140000,-35906000,-22428000,-18618000
ACT,202404,202404,HLAU,IVD,ドライケム,18910000,-13382000,-15280000,-17012000
ACT,202404,202404,HLAU,IVD,IMMUNO,53410000,39012000,-14056000,-342000
ACT,202404,202404,ADJ_ME1,X線,CT,85170000,46746000,-24664000,-13760000
ACT,202404,202404,ADJ_ME1,X線,MR,93140000,46610000,-36716000,-9814000
ACT,202404,202404,ADJ_ME1,X線,XR,73060000,67504000,-1764000,-3792000
ACT,202404,202404,ADJ_ME1,内視鏡,スコープ,94940000,63938000,-20800000,-10202000
ACT,202404,202404,ADJ_ME1,内視鏡,処置具,29320000,11802000,-5536000,-11982000
ACT,202404,202404,ADJ_ME1,内視鏡,本体・プロセッサー,50470000,18696000,-16932000,-14842000
ACT,202404,202404,ADJ_ME1,IVD,化学分析装置,96220000,80438000,-648000,-15134000
ACT,202404,202404,ADJ_ME1,IVD,ドライケム,55520000,26360000,-27292000,-1868000
ACT,202404,202404,ADJ_ME1,IVD,IMMUNO,29400000,24666000,-2212000,-2522000
ACT,202404,202404,ADJ_ME2,X線,CT,93910000,51962000,-23200000,-18748000
ACT,202404,202404,ADJ_ME2,X線,MR,51250000,20704000,-20444000,-10102000
ACT,202404,202404,ADJ_ME2,X線,XR,87280000,62646000,-7264000,-17370000
ACT,202404,202404,ADJ_ME2,内視鏡,スコープ,44130000,20438000,-8424000,-15268000
ACT,202404,202404,ADJ_ME2,内視鏡,処置具,97950000,67472000,-29916000,-562000
ACT,202404,202404,ADJ_ME2,内視鏡,本体・プロセッサー,37810000,6494000,-18172000,-13144000
ACT,202404,202404,ADJ_ME2,IVD,化学分析装置,99950000,95954000,-1932000,-2064000
ACT,202404,202404,ADJ_ME2,IVD,ドライケム,16320000,9180000,-2588000,-4552000
ACT,202404,202404,ADJ_ME2,IVD,IMMUNO,35730000,3040000,-23736000,-8954000
ACT,202404,202404,FF,X線,CT,34220000,2692000,-12748000,-18780000
ACT,202404,202404,FF,X線,MR,54140000,35480000,-13140000,-5520000
ACT,202404,202404,FF,X線,XR,13890000,-12330000,-7848000,-18372000
ACT,202404,202404,FF,内視鏡,スコープ,31570000,-17442000,-29036000,-19976000
ACT,202404,202404,FF,内視鏡,処置具,96710000,88240000,-7560000,-910000
ACT,202404,202404,FF,内視鏡,本体・プロセッサー,77330000,70268000,-4952000,-2110000
ACT,202404,202404,FF,IVD,化学分析装置,17380000,7504000,-4608000,-5268000
ACT,202404,202404,FF,IVD,ドライケム,75420000,53430000,-6316000,-15674000
ACT,202404,202404,FF,IVD,IMMUNO,75980000,67102000,-3880000,-4998000
ACT,202404,202404,HLUS,X線,CT,27820000,-21644000,-29676000,-19788000
ACT,202404,202404,HLUS,X線,MR,99120000,97434000,-860000,-826000
ACT,202404,202404,HLUS,X線,XR,7610000,3730000,-2384000,-1496000
ACT,202404,202404,HLUS,内視鏡,スコープ,99680000,75454000,-7876000,-16350000
ACT,202404,202404,HLUS,内視鏡,処置具,45340000,15824000,-17704000,-11812000
ACT,202404,202404,HLUS,内視鏡,本体・プロセッサー,93160000,48946000,-36372000,-7842000
ACT,202404,202404,HLUS,IVD,化学分析装置,77540000,35678000,-25004000,-16858000
ACT,202404,202404,HLUS,IVD,ドライケム,69180000,42722000,-21708000,-4750000
ACT,202404,202404,HLUS,IVD,IMMUNO,35490000,-1652000,-21916000,-15226000
ACT,202404,202404,EHQ_ADJ3,X線,CT,93990000,50504000,-35812000,-7674000
ACT,202404,202404,EHQ_ADJ3,X線,MR,33030000,22794000,-8700000,-1536000
ACT,202404,202404,EHQ_ADJ3,X線,XR,65800000,26134000,-34424000,-5242000
ACT,202404,202404,EHQ_ADJ3,内視鏡,スコープ,29060000,-3598000,-22392000,-10266000
ACT,202404,202404,EHQ_ADJ3,内視鏡,処置具,58780000,27440000,-30484000,-856000
ACT,202404,202404,EHQ_ADJ3,内視鏡,本体・プロセッサー,40020000,18636000,-7040000,-14344000
ACT,202404,202404,EHQ_ADJ3,IVD,化学分析装置,12240000,-36812000,-32092000,-16960000
ACT,202404,202404,EHQ_ADJ3,IVD,ドライケム,19000000,-23036000,-25084000,-16952000
ACT,202404,202404,EHQ_ADJ3,IVD,IMMUNO,45170000,8870000,-16900000,-19400000
ACT,202404,202404,[FFSH],X線,CT,64280000,28694000,-19108000,-16478000
ACT,202404,202404,[FFSH],X線,MR,43720000,9268000,-21740000,-12712000
ACT,202404,202404,[FFSH],X線,XR,51550000,25392000,-11888000,-14270000
ACT,202404,202404,[FFSH],内視鏡,スコープ,68720000,49030000,-10272000,-9418000
ACT,202404,202404,[FFSH],内視鏡,処置具,40120000,8676000,-20292000,-11152000
ACT,202404,202404,[FFSH],内視鏡,本体・プロセッサー,70150000,59630000,-1104000,-9416000
ACT,202404,202404,[FFSH],IVD,化学分析装置,10910000,-24088000,-23580000,-11418000
ACT,202404,202404,[FFSH],IVD,ドライケム,82460000,58560000,-5940000,-17960000
ACT,202404,202404,[FFSH],IVD,IMMUNO,44050000,-9630000,-34964000,-18716000
ACT,202404,202404,FLON,X線,CT,21080000,1866000,-8712000,-10502000
ACT,202404,202404,FLON,X線,MR,83490000,54522000,-23352000,-5616000
ACT,202404,202404,FLON,X線,XR,13530000,-6922000,-17528000,-2924000
ACT,202404,202404,FLON,内視鏡,スコープ,60240000,21752000,-38300000,-188000
ACT,202404,202404,FLON,内視鏡,処置具,91810000,38756000,-36236000,-16818000
ACT,202404,202404,FLON,内視鏡,本体・プロセッサー,38520000,-13626000,-39872000,-12274000
ACT,202404,202404,FLON,IVD,化学分析装置,31210000,-10564000,-24596000,-17178000
ACT,202404,202404,FLON,IVD,ドライケム,75470000,38092000,-35384000,-1994000
ACT,202404,202404,FLON,IVD,IMMUNO,98510000,48434000,-34640000,-15436000
ACT,202404,202404,FC,X線,CT,42960000,32958000,-4276000,-5726000
ACT,202404,202404,FC,X線,MR,43170000,-2016000,-36612000,-8574000
ACT,202404,202404,FC,X線,XR,80380000,25578000,-35200000,-19602000
ACT,202404,202404,FC,内視鏡,スコープ,6300000,-16458000,-10248000,-12510000
ACT,202404,202404,FC,内視鏡,処置具,67650000,20150000,-35428000,-12072000
ACT,202404,202404,FC,内視鏡,本体・プロセッサー,68530000,36020000,-17352000,-15158000
ACT,202404,202404,FC,IVD,化学分析装置,24710000,10642000,-11732000,-2336000
ACT,202404,202404,FC,IVD,ドライケム,90900000,57316000,-20740000,-12844000
ACT,202404,202404,FC,IVD,IMMUNO,33870000,19244000,-1228000,-13398000
ACT,202404,202404,EHQ_ADJ2,X線,CT,51320000,16764000,-17048000,-17508000
ACT,202404,202404,EHQ_ADJ2,X線,MR,62620000,41144000,-18316000,-3160000
ACT,202404,202404,EHQ_ADJ2,X線,XR,55380000,34562000,-19836000,-982000
ACT,202404,202404,EHQ_ADJ2,内視鏡,スコープ,24030000,80000,-22408000,-1542000
ACT,202404,202404,EHQ_ADJ2,内視鏡,処置具,91780000,66346000,-12844000,-12590000
ACT,202404,202404,EHQ_ADJ2,内視鏡,本体・プロセッサー,52970000,16338000,-22196000,-14436000
ACT,202404,202404,EHQ_ADJ2,IVD,化学分析装置,4360000,-21724000,-19836000,-6248000
ACT,202404,202404,EHQ_ADJ2,IVD,ドライケム,29030000,15082000,-13240000,-708000
ACT,202404,202404,EHQ_ADJ2,IVD,IMMUNO,48390000,20028000,-26504000,-1858000
ACT,202404,202404,EHQ_EJE,X線,CT,96360000,75274000,-6440000,-14646000
ACT,202404,202404,EHQ_EJE,X線,MR,22670000,-10052000,-22568000,-10154000
ACT,202404,202404,EHQ_EJE,X線,XR,80960000,38266000,-30552000,-12142000
ACT,202404,202404,EHQ_EJE,内視鏡,スコープ,36670000,-11858000,-38280000,-10248000
ACT,202404,202404,EHQ_EJE,内視鏡,処置具,75580000,45984000,-20340000,-9256000
ACT,202404,202404,EHQ_EJE,内視鏡,本体・プロセッサー,92590000,90178000,-1568000,-844000
ACT,202404,202404,EHQ_EJE,IVD,化学分析装置,80620000,34254000,-38340000,-8026000
ACT,202404,202404,EHQ_EJE,IVD,ドライケム,77610000,58082000,-6372000,-13156000
ACT,202404,202404,EHQ_EJE,IVD,IMMUNO,85570000,46688000,-27824000,-11058000
ACT,202404,202404,FFHM,X線,CT,870000,-43118000,-29184000,-14804000
ACT,202404,202404,FFHM,X線,MR,79010000,46290000,-22728000,-9992000
ACT,202404,202404,FFHM,X線,XR,51210000,49052000,-1832000,-326000
ACT,202404,202404,FFHM,内視鏡,スコープ,64380000,19768000,-29392000,-15220000
ACT,202404,202404,FFHM,内視鏡,処置具,41350000,20768000,-15364000,-5218000
ACT,202404,202404,FFHM,内視鏡,本体・プロセッサー,4980000,-17716000,-16424000,-6272000
ACT,202404,202404,FFHM,IVD,化学分析装置,99860000,62478000,-17908000,-19474000
ACT,202404,202404,FFHM,IVD,ドライケム,93450000,47486000,-28440000,-17524000
ACT,202404,202404,FFHM,IVD,IMMUNO,460000,-44590000,-35296000,-9754000
ACT,202404,202404,FF_EJE,X線,CT,25410000,-2842000,-24620000,-3632000
ACT,202404,202404,FF_EJE,X線,MR,62240000,52224000,-8248000,-1768000
ACT,202404,202404,FF_EJE,X線,XR,23090000,-28300000,-39596000,-11794000
ACT,202404,202404,FF_EJE,内視鏡,スコープ,30660000,7278000,-8692000,-14690000
ACT,202404,202404,FF_EJE,内視鏡,処置具,99280000,47350000,-33620000,-18310000
ACT,202404,202404,FF_EJE,内視鏡,本体・プロセッサー,28550000,-2716000,-12368000,-18898000
ACT,202404,202404,FF_EJE,IVD,化学分析装置,20090000,-12450000,-22584000,-9956000
ACT,202404,202404,FF_EJE,IVD,ドライケム,2330000,-28784000,-21620000,-9494000
ACT,202404,202404,FF_EJE,IVD,IMMUNO,41890000,26076000,-14552000,-1262000
ACT,202404,202404,HLNZ,X線,CT,95280000,60206000,-31944000,-3130000
ACT,202404,202404,HLNZ,X線,MR,23620000,2444000,-1752000,-19424000
ACT,202404,202404,HLNZ,X線,XR,90130000,49320000,-22488000,-18322000
ACT,202404,202404,HLNZ,内視鏡,スコープ,5240000,-1458000,-5480000,-1218000
ACT,202404,202404,HLNZ,内視鏡,処置具,90070000,38210000,-38420000,-13440000
ACT,202404,202404,HLNZ,内視鏡,本体・プロセッサー,8520000,-30934000,-30896000,-8558000
ACT,202404,202404,HLNZ,IVD,化学分析装置,42060000,19090000,-3092000,-19878000
ACT,202404,202404,HLNZ,IVD,ドライケム,52290000,17526000,-16092000,-18672000
ACT,202404,202404,HLNZ,IVD,IMMUNO,78390000,59228000,-13344000,-5818000
ACT,202404,202404,ADJ_IN1,X線,CT,74900000,54122000,-18084000,-2694000
ACT,202404,202404,ADJ_IN1,X線,MR,66860000,20426000,-37656000,-8778000
ACT,202404,202404,ADJ_IN1,X線,XR,80940000,52194000,-27176000,-1570000
ACT,202404,202404,ADJ_IN1,内視鏡,スコープ,65490000,35576000,-29556000,-358000
ACT,202404,202404,ADJ_IN1,内視鏡,処置具,51430000,21878000,-20328000,-9224000
ACT,202404,202404,ADJ_IN1,内視鏡,本体・プロセッサー,74830000,48960000,-15416000,-10454000
ACT,202404,202404,ADJ_IN1,IVD,化学分析装置,52040000,13616000,-22064000,-16360000
ACT,202404,202404,ADJ_IN1,IVD,ドライケム,52250000,33892000,-13272000,-5086000
ACT,202404,202404,ADJ_IN1,IVD,IMMUNO,26450000,-10950000,-18392000,-19008000
ACT,202404,202404,FENL,X線,CT,29390000,7134000,-6120000,-16136000
ACT,202404,202404,FENL,X線,MR,34220000,9806000,-17852000,-6562000
ACT,202404,202404,FENL,X線,XR,81350000,39374000,-32848000,-9128000
ACT,202404,202404,FENL,内視鏡,スコープ,67820000,48996000,-1816000,-17008000
ACT,202404,202404,FENL,内視鏡,処置具,18960000,-1566000,-11748000,-8778000
ACT,202404,202404,FENL,内視鏡,本体・プロセッサー,96100000,86806000,-2636000,-6658000
ACT,202404,202404,FENL,IVD,化学分析装置,29390000,-4636000,-18196000,-15830000
ACT,202404,202404,FENL,IVD,ドライケム,64460000,33948000,-11340000,-19172000
ACT,202404,202404,FENL,IVD,IMMUNO,83820000,71584000,-9308000,-2928000
ACT,202404,202404,HCTW,X線,CT,84260000,42186000,-31668000,-10406000
ACT,202404,202404,HCTW,X線,MR,60420000,40040000,-15660000,-4720000
ACT,202404,202404,HCTW,X線,XR,64910000,21226000,-31824000,-11860000
ACT,202404,202404,HCTW,内視鏡,スコープ,43020000,-9770000,-34024000,-18766000
ACT,202404,202404,HCTW,内視鏡,処置具,41020000,10188000,-27080000,-3752000
ACT,202404,202404,HCTW,内視鏡,本体・プロセッサー,48540000,13530000,-28496000,-6514000
ACT,202404,202404,HCTW,IVD,化学分析装置,84480000,57358000,-17732000,-9390000
ACT,202404,202404,HCTW,IVD,ドライケム,52680000,35546000,-14956000,-2178000
ACT,202404,202404,HCTW,IVD,IMMUNO,41910000,-9338000,-38236000,-13012000
ACT,202404,202404,FFAP,X線,CT,77030000,41648000,-30156000,-5226000
ACT,202404,202404,FFAP,X線,MR,78560000,59582000,-16708000,-2270000
ACT,202404,202404,FFAP,X線,XR,24880000,-29392000,-38440000,-15832000
ACT,202404,202404,FFAP,内視鏡,スコープ,9780000,-1634000,-6204000,-5210000
ACT,202404,202404,FFAP,内視鏡,処置具,77330000,70756000,-5456000,-1118000
ACT,202404,202404,FFAP,内視鏡,本体・プロセッサー,79730000,63824000,-2336000,-13570000
ACT,202404,202404,FFAP,IVD,化学分析装置,80670000,42052000,-23988000,-14630000
ACT,202404,202404,FFAP,IVD,ドライケム,96930000,83520000,-7524000,-5886000
ACT,202404,202404,FFAP,IVD,IMMUNO,88040000,51272000,-32884000,-3884000
ACT,202404,202404,FFZA,X線,CT,69260000,37708000,-28192000,-3360000
ACT,202404,202404,FFZA,X線,MR,14180000,-23822000,-18616000,-19386000
ACT,202404,202404,FFZA,X線,XR,29740000,15708000,-3148000,-10884000
ACT,202404,202404,FFZA,内視鏡,スコープ,97140000,85760000,-10876000,-504000
ACT,202404,202404,FFZA,内視鏡,処置具,3950000,-16958000,-16524000,-4384000
ACT,202404,202404,FFZA,内視鏡,本体・プロセッサー,4590000,-20410000,-9984000,-15016000
ACT,202404,202404,FFZA,IVD,化学分析装置,25750000,-5090000,-19716000,-11124000
ACT,202404,202404,FFZA,IVD,ドライケム,98260000,57398000,-33276000,-7586000
ACT,202404,202404,FFZA,IVD,IMMUNO,1770000,-37026000,-22456000,-16340000
ACT,202404,202404,FIMM,X線,CT,9140000,-3342000,-11696000,-786000
ACT,202404,202404,FIMM,X線,MR,52590000,24272000,-12708000,-15610000
ACT,202404,202404,FIMM,X線,XR,26210000,8352000,-1976000,-15882000
ACT,202404,202404,FIMM,内視鏡,スコープ,49570000,30742000,-1000000,-17828000
ACT,202404,202404,FIMM,内視鏡,処置具,59970000,32604000,-16160000,-11206000
ACT,202404,202404,FIMM,内視鏡,本体・プロセッサー,53940000,21114000,-17912000,-14914000
ACT,202404,202404,FIMM,IVD,化学分析装置,97240000,46646000,-34284000,-16310000
ACT,202404,202404,FIMM,IVD,ドライケム,89270000,61590000,-16476000,-11204000
ACT,202404,202404,FIMM,IVD,IMMUNO,38130000,8350000,-9868000,-19912000
ACT,202404,202404,FFFR,X線,CT,3730000,-20272000,-21992000,-2010000
ACT,202404,202404,FFFR,X線,MR,94680000,48604000,-33664000,-12412000
ACT,202404,202404,FFFR,X線,XR,16830000,-22346000,-37904000,-1272000
ACT,202404,202404,FFFR,内視鏡,スコープ,78680000,29808000,-30300000,-18572000
ACT,202404,202404,FFFR,内視鏡,処置具,37340000,7460000,-27308000,-2572000
ACT,202404,202404,FFFR,内視鏡,本体・プロセッサー,60850000,42552000,-4052000,-14246000
ACT,202404,202404,FFFR,IVD,化学分析装置,39490000,23700000,-15404000,-386000
ACT,202404,202404,FFFR,IVD,ドライケム,85480000,42752000,-26548000,-16180000
ACT,202404,202404,FFFR,IVD,IMMUNO,56400000,34008000,-3828000,-18564000
ACT,202404,202404,HCIT,X線,CT,21390000,-15456000,-35244000,-1602000
ACT,202404,202404,HCIT,X線,MR,15020000,-10912000,-10984000,-14948000
ACT,202404,202404,HCIT,X線,XR,27480000,-25184000,-37172000,-15492000
ACT,202404,202404,HCIT,内視鏡,スコープ,16200000,-32684000,-30108000,-18776000
ACT,202404,202404,HCIT,内視鏡,処置具,69650000,46450000,-11000000,-12200000
ACT,202404,202404,HCIT,内視鏡,本体・プロセッサー,72690000,35300000,-22348000,-15042000
ACT,202404,202404,HCIT,IVD,化学分析装置,81930000,70004000,-3000000,-8926000
ACT,202404,202404,HCIT,IVD,ドライケム,17770000,-31384000,-37100000,-12054000
ACT,202404,202404,HCIT,IVD,IMMUNO,74360000,61292000,-8948000,-4120000
ACT,202404,202404,FFHU,X線,CT,55800000,40102000,-9040000,-6658000
ACT,202404,202404,FFHU,X線,MR,77340000,30908000,-37692000,-8740000
